Date,Day,Time,Crime_Type,Lighting,Police_Presence,Crowd_Presence,Risk_Score,Risk_Level,Latitude,Longitude
21-02-2026,Saturday,10:33,Theft,Moderate,Medium,High,40,Moderate,28.462326,77.496991
03-05-2025,Saturday,01:09,Theft,Moderate,Medium,Medium,54,Moderate,28.479913,77.50232
02-04-2026,Thursday,06:13,Other,Poor,Medium,High,44,Moderate,28.45903,77.495204
22-02-2026,Sunday,18:46,Harassment,Poor,High,High,45,Moderate,28.466721,77.514379
19-07-2025,Saturday,09:15,Other,Moderate,High,Medium,35,Moderate,28.457446,77.514169
24-10-2025,Friday,19:16,Burglary,Poor,Low,Medium,74,Unsafe,28.474756,77.504225
27-10-2025,Monday,16:40,Theft,Poor,High,Low,51,Moderate,28.465775,77.486895
29-04-2025,Tuesday,15:52,Other,Poor,Medium,Medium,48,Moderate,28.473647,77.509988
26-12-2025,Friday,05:20,Robbery,Poor,High,High,63,Unsafe,28.457971,77.502112
01-06-2025,Sunday,07:38,Other,Good,High,Low,35,Moderate,28.469699,77.499897
24-07-2025,Thursday,12:01,Harassment,Poor,Low,Medium,63,Unsafe,28.470661,77.501609
30-10-2025,Thursday,07:57,Assault,Moderate,High,Low,61,Unsafe,28.459735,77.493458
08-05-2025,Thursday,20:25,Assault,Good,Medium,High,56,Moderate,28.469192,77.505028
25-09-2025,Thursday,14:49,Other,Good,Medium,Medium,35,Moderate,28.46931,77.50855
30-06-2025,Monday,11:53,Burglary,Good,Medium,Low,54,Moderate,28.459097,77.51229
28-09-2025,Sunday,09:51,Burglary,Good,High,High,38,Moderate,28.461809,77.502536
03-05-2025,Saturday,08:00,Assault,Poor,Low,Low,82,Unsafe,28.464026,77.491162
08-01-2026,Thursday,03:03,Assault,Moderate,Medium,Medium,71,Unsafe,28.472719,77.514546
03-04-2026,Friday,17:27,Burglary,Good,High,High,38,Moderate,28.473594,77.511865
04-04-2026,Saturday,07:33,Theft,Poor,High,Medium,45,Moderate,28.478754,77.505828
08-09-2025,Monday,07:49,Assault,Good,Medium,Low,61,Unsafe,28.46832,77.51344
12-12-2025,Friday,23:15,Harassment,Poor,Medium,Medium,60,Moderate,28.474283,77.513679
15-12-2025,Monday,03:54,Burglary,Poor,Medium,High,67,Unsafe,28.466391,77.50881
01-11-2025,Saturday,14:35,Assault,Good,Medium,Medium,55,Moderate,28.4663,77.491464
13-04-2025,Sunday,08:52,Harassment,Good,Low,Low,56,Moderate,28.473852,77.497453
20-12-2025,Saturday,16:58,Robbery,Moderate,Medium,Medium,56,Moderate,28.468759,77.508333
19-01-2026,Monday,16:38,Harassment,Good,Low,Medium,50,Moderate,28.467468,77.487571
23-09-2025,Tuesday,23:07,Assault,Moderate,Medium,Low,72,Unsafe,28.460068,77.498919
04-08-2025,Monday,06:59,Assault,Moderate,Low,High,65,Unsafe,28.457376,77.486703
18-07-2025,Friday,08:26,Burglary,Poor,High,Medium,55,Moderate,28.468296,77.494619
26-07-2025,Saturday,18:25,Robbery,Poor,High,High,53,Moderate,28.478595,77.497295
16-03-2026,Monday,02:41,Assault,Moderate,Low,High,75,Unsafe,28.460704,77.490498
07-09-2025,Sunday,19:30,Other,Good,Low,Medium,48,Moderate,28.477522,77.508226
19-02-2026,Thursday,21:35,Assault,Good,Medium,Low,66,Unsafe,28.464514,77.501427
18-12-2025,Thursday,19:55,Burglary,Good,Medium,High,49,Moderate,28.467788,77.491268
13-09-2025,Saturday,22:44,Burglary,Moderate,High,Medium,53,Moderate,28.475896,77.5026
20-05-2025,Tuesday,05:34,Theft,Moderate,High,High,44,Moderate,28.456286,77.493026
02-03-2026,Monday,04:31,Burglary,Good,Medium,High,54,Moderate,28.470841,77.50416
17-07-2025,Thursday,18:34,Burglary,Poor,High,Medium,55,Moderate,28.477249,77.502035
26-07-2025,Saturday,01:26,Other,Good,Low,Medium,53,Moderate,28.460676,77.4921
08-04-2026,Wednesday,21:17,Harassment,Good,Low,High,51,Moderate,28.478066,77.494869
24-05-2025,Saturday,01:26,Other,Good,Medium,Low,51,Moderate,28.476908,77.501666
26-11-2025,Wednesday,18:16,Theft,Poor,Low,High,55,Moderate,28.462502,77.490039
15-11-2025,Saturday,06:06,Assault,Poor,Low,Medium,76,Unsafe,28.463642,77.502603
14-06-2025,Saturday,02:54,Theft,Good,High,Medium,42,Moderate,28.458407,77.491145
30-05-2025,Friday,13:16,Burglary,Good,Low,Low,62,Unsafe,28.461242,77.510859
04-05-2025,Sunday,18:54,Robbery,Moderate,High,High,46,Moderate,28.459457,77.487867
18-01-2026,Sunday,18:12,Assault,Moderate,Medium,High,57,Moderate,28.47576,77.501837
09-12-2025,Tuesday,21:36,Assault,Poor,High,High,63,Unsafe,28.471946,77.490545
16-04-2025,Wednesday,22:05,Robbery,Good,Low,Medium,63,Unsafe,28.455526,77.505007
30-01-2026,Friday,00:22,Burglary,Moderate,Low,Low,78,Unsafe,28.468491,77.493249
19-05-2025,Monday,10:57,Theft,Moderate,Medium,Low,50,Moderate,28.45882,77.512624
17-03-2026,Tuesday,21:32,Burglary,Moderate,Low,High,63,Unsafe,28.470387,77.489154
22-09-2025,Monday,04:45,Other,Good,Medium,Low,51,Moderate,28.457922,77.504424
04-08-2025,Monday,00:21,Burglary,Good,Medium,Low,64,Unsafe,28.478617,77.488861
24-09-2025,Wednesday,10:40,Harassment,Poor,Low,Low,69,Unsafe,28.475201,77.512875
20-08-2025,Wednesday,21:09,Burglary,Moderate,Medium,High,55,Moderate,28.471713,77.499579
25-12-2025,Thursday,12:15,Theft,Moderate,Low,Low,58,Moderate,28.47203,77.49173
05-01-2026,Monday,03:13,Robbery,Moderate,High,Low,66,Unsafe,28.473961,77.502768
20-03-2026,Friday,21:41,Theft,Moderate,High,Medium,43,Moderate,28.467317,77.501684
01-09-2025,Monday,00:04,Burglary,Poor,Medium,Medium,71,Unsafe,28.470887,77.514436
28-07-2025,Monday,06:47,Robbery,Poor,Low,Low,77,Unsafe,28.465917,77.501654
17-06-2025,Tuesday,19:03,Other,Moderate,High,High,36,Moderate,28.471394,77.50855
21-08-2025,Thursday,03:37,Theft,Good,High,High,38,Moderate,28.470361,77.490863
30-04-2025,Wednesday,23:47,Harassment,Moderate,Medium,Medium,53,Moderate,28.459296,77.493829
19-09-2025,Friday,02:08,Burglary,Moderate,Medium,Low,70,Unsafe,28.476484,77.485416
22-09-2025,Monday,09:04,Other,Moderate,Low,Low,55,Moderate,28.457151,77.514672
12-06-2025,Thursday,19:53,Other,Poor,High,High,43,Moderate,28.463629,77.499278
07-10-2025,Tuesday,02:11,Assault,Poor,High,Medium,72,Unsafe,28.455324,77.488094
25-09-2025,Thursday,06:40,Theft,Moderate,High,Medium,38,Moderate,28.467183,77.487481
07-02-2026,Saturday,09:23,Robbery,Poor,Medium,High,59,Moderate,28.477131,77.511747
25-10-2025,Saturday,04:26,Burglary,Poor,High,Low,71,Unsafe,28.468616,77.513088
24-06-2025,Tuesday,20:07,Burglary,Poor,High,Medium,60,Moderate,28.477871,77.497363
31-05-2025,Saturday,19:52,Harassment,Good,High,High,37,Moderate,28.457256,77.507268
13-08-2025,Wednesday,12:48,Other,Poor,Low,High,52,Moderate,28.479666,77.503502
03-03-2026,Tuesday,11:19,Other,Moderate,Medium,High,37,Moderate,28.467352,77.485957
13-04-2025,Sunday,06:47,Assault,Poor,High,Medium,62,Unsafe,28.457576,77.514336
04-11-2025,Tuesday,22:15,Assault,Good,High,Low,60,Moderate,28.471949,77.486128
01-05-2025,Thursday,18:33,Robbery,Moderate,High,Low,56,Moderate,28.471146,77.507288
27-11-2025,Thursday,02:24,Harassment,Moderate,Medium,Medium,58,Moderate,28.462341,77.51259
08-02-2026,Sunday,02:06,Theft,Moderate,Medium,High,50,Moderate,28.470406,77.498495
08-01-2026,Thursday,07:29,Burglary,Good,Low,Low,62,Unsafe,28.46933,77.513927
09-04-2025,Wednesday,17:17,Assault,Moderate,High,Low,61,Unsafe,28.461998,77.489523
21-08-2025,Thursday,07:36,Harassment,Good,High,Medium,36,Moderate,28.479757,77.50687
07-11-2025,Friday,12:06,Theft,Moderate,High,High,34,Moderate,28.46448,77.495228
27-07-2025,Sunday,10:30,Other,Good,Low,Low,49,Moderate,28.47819,77.486029
27-10-2025,Monday,17:17,Other,Good,Medium,High,31,Moderate,28.471302,77.4873
25-04-2025,Friday,02:50,Assault,Poor,High,Low,78,Unsafe,28.466468,77.51391
31-07-2025,Thursday,10:45,Other,Poor,Medium,High,44,Moderate,28.4631,77.485867
24-12-2025,Wednesday,23:05,Burglary,Moderate,High,Low,59,Moderate,28.464931,77.502531
27-04-2025,Sunday,15:12,Theft,Moderate,High,High,34,Moderate,28.478463,77.499191
19-09-2025,Friday,10:11,Theft,Moderate,Medium,Low,50,Moderate,28.465928,77.50642
09-04-2025,Wednesday,20:16,Other,Moderate,Medium,Low,52,Moderate,28.470824,77.488427
20-01-2026,Tuesday,20:22,Harassment,Moderate,Low,Medium,61,Unsafe,28.474854,77.493458
10-06-2025,Tuesday,17:55,Harassment,Moderate,Medium,Low,54,Moderate,28.455387,77.500984
28-07-2025,Monday,20:59,Other,Poor,Low,High,57,Moderate,28.468193,77.500768
14-11-2025,Friday,01:27,Assault,Moderate,Medium,Low,77,Unsafe,28.464941,77.486884
11-09-2025,Thursday,22:34,Assault,Good,High,Medium,54,Moderate,28.471126,77.503398
12-11-2025,Wednesday,01:28,Robbery,Good,Low,Medium,68,Unsafe,28.46497,77.49404
12-02-2026,Thursday,14:22,Assault,Good,Low,Medium,63,Unsafe,28.471491,77.493325
13-09-2025,Saturday,04:41,Robbery,Good,Low,Low,74,Unsafe,28.459349,77.499729
16-08-2025,Saturday,13:35,Burglary,Poor,Low,Low,75,Unsafe,28.474753,77.486482
21-05-2025,Wednesday,06:33,Robbery,Good,High,High,40,Moderate,28.462172,77.486587
02-05-2025,Friday,12:12,Burglary,Moderate,Low,High,58,Moderate,28.472901,77.509013
21-05-2025,Wednesday,07:09,Theft,Moderate,Medium,Low,50,Moderate,28.458413,77.494766
26-10-2025,Sunday,07:23,Harassment,Moderate,Medium,Low,54,Moderate,28.455406,77.500223
11-04-2025,Friday,02:57,Assault,Poor,Low,Low,92,Unsafe,28.473594,77.492815
05-05-2025,Monday,05:28,Burglary,Good,High,Low,58,Moderate,28.479475,77.500109
15-10-2025,Wednesday,19:14,Burglary,Good,Medium,High,49,Moderate,28.475121,77.506397
14-09-2025,Sunday,18:08,Robbery,Poor,Medium,High,59,Moderate,28.472876,77.487171
05-11-2025,Wednesday,22:52,Robbery,Poor,Medium,Low,74,Unsafe,28.472485,77.490346
12-06-2025,Thursday,05:31,Theft,Good,Low,Low,62,Unsafe,28.456632,77.493834
17-12-2025,Wednesday,02:44,Assault,Good,Medium,Low,71,Unsafe,28.472512,77.509508
21-09-2025,Sunday,13:07,Theft,Good,High,High,28,Safe,28.459842,77.501911
17-04-2025,Thursday,03:41,Robbery,Good,Medium,High,56,Moderate,28.47394,77.486214
18-12-2025,Thursday,20:04,Assault,Poor,High,High,63,Unsafe,28.47778,77.513745
20-06-2025,Friday,04:34,Assault,Good,Medium,Medium,65,Unsafe,28.46361,77.491903
28-07-2025,Monday,14:28,Robbery,Poor,High,Medium,57,Moderate,28.463296,77.50885
06-02-2026,Friday,08:11,Theft,Poor,Medium,Low,57,Moderate,28.455738,77.493447
01-05-2025,Thursday,14:18,Theft,Moderate,Medium,High,40,Moderate,28.461148,77.504138
18-08-2025,Monday,01:35,Assault,Moderate,High,High,61,Unsafe,28.474398,77.508438
22-09-2025,Monday,07:02,Harassment,Poor,Medium,Medium,55,Moderate,28.468151,77.494958
05-09-2025,Friday,22:37,Other,Poor,Medium,Low,59,Moderate,28.471406,77.485655
23-03-2026,Monday,19:34,Theft,Good,High,Low,43,Moderate,28.469737,77.490149
04-08-2025,Monday,17:43,Other,Moderate,Medium,Low,47,Moderate,28.476993,77.509655
15-07-2025,Tuesday,00:49,Robbery,Moderate,Medium,Low,72,Unsafe,28.46139,77.503499
21-07-2025,Monday,08:26,Theft,Good,Low,Low,52,Moderate,28.464494,77.51278
08-01-2026,Thursday,08:01,Harassment,Moderate,Low,High,52,Moderate,28.455268,77.501038
13-07-2025,Sunday,02:20,Robbery,Moderate,Medium,High,62,Unsafe,28.470275,77.500663
10-07-2025,Thursday,18:22,Robbery,Good,High,High,40,Moderate,28.470492,77.500436
06-01-2026,Tuesday,14:53,Robbery,Moderate,Medium,High,52,Moderate,28.467926,77.501399
10-11-2025,Monday,01:58,Other,Moderate,Low,Medium,59,Moderate,28.473174,77.508832
03-02-2026,Tuesday,16:04,Assault,Poor,High,Medium,62,Unsafe,28.473991,77.50331
27-06-2025,Friday,11:37,Robbery,Moderate,Medium,Low,62,Unsafe,28.479374,77.495421
22-10-2025,Wednesday,10:54,Burglary,Good,Low,Low,62,Unsafe,28.462827,77.506996
06-05-2025,Tuesday,17:14,Robbery,Poor,High,High,53,Moderate,28.458156,77.485769
31-01-2026,Saturday,05:08,Burglary,Good,Low,High,62,Unsafe,28.45694,77.510826
11-10-2025,Saturday,15:19,Other,Poor,Medium,Low,54,Moderate,28.476197,77.502355
23-06-2025,Monday,00:03,Harassment,Poor,Medium,High,61,Unsafe,28.473789,77.485689
25-07-2025,Friday,21:42,Robbery,Moderate,High,High,51,Moderate,28.456522,77.499197
10-09-2025,Wednesday,19:16,Assault,Good,Medium,High,56,Moderate,28.459099,77.501319
24-01-2026,Saturday,03:40,Other,Moderate,Low,Medium,59,Moderate,28.479976,77.512673
16-06-2025,Monday,08:10,Burglary,Poor,Medium,Medium,61,Unsafe,28.477124,77.494803
25-03-2026,Wednesday,11:10,Harassment,Poor,Low,Medium,63,Unsafe,28.464714,77.500282
06-01-2026,Tuesday,20:41,Burglary,Moderate,High,High,49,Moderate,28.477437,77.513313
30-07-2025,Wednesday,17:57,Robbery,Poor,Low,Medium,71,Unsafe,28.473577,77.511246
08-12-2025,Monday,19:49,Assault,Moderate,High,Low,66,Unsafe,28.466035,77.504082
17-03-2026,Tuesday,06:42,Robbery,Good,Medium,Medium,50,Moderate,28.460961,77.511612
27-04-2025,Sunday,12:31,Burglary,Good,High,High,38,Moderate,28.465532,77.512636
15-05-2025,Thursday,02:57,Assault,Poor,Low,Medium,86,Unsafe,28.479838,77.505644
04-12-2025,Thursday,13:40,Burglary,Moderate,Medium,Low,60,Moderate,28.466383,77.501846
11-05-2025,Sunday,05:26,Harassment,Good,Medium,Low,58,Moderate,28.473528,77.491949
09-07-2025,Wednesday,07:12,Robbery,Good,Medium,Low,56,Moderate,28.476778,77.493592
23-10-2025,Thursday,05:41,Assault,Good,Medium,Medium,65,Unsafe,28.477344,77.502077
15-04-2025,Tuesday,16:50,Robbery,Poor,Low,High,67,Unsafe,28.478693,77.497296
21-12-2025,Sunday,00:43,Robbery,Moderate,Medium,Low,72,Unsafe,28.477025,77.488785
12-01-2026,Monday,00:31,Burglary,Poor,Low,Medium,79,Unsafe,28.475358,77.508446
23-09-2025,Tuesday,03:53,Theft,Poor,Medium,Low,67,Unsafe,28.458931,77.512844
21-09-2025,Sunday,04:46,Burglary,Good,High,Medium,52,Moderate,28.478323,77.49339
19-03-2026,Thursday,09:17,Assault,Moderate,Medium,High,57,Moderate,28.461405,77.485304
20-02-2026,Friday,22:59,Theft,Moderate,Low,High,53,Moderate,28.460693,77.509685
14-11-2025,Friday,03:44,Other,Good,High,Low,45,Moderate,28.472162,77.504733
27-05-2025,Tuesday,07:38,Other,Good,Medium,Medium,35,Moderate,28.476521,77.508254
27-09-2025,Saturday,22:27,Assault,Good,Low,Medium,68,Unsafe,28.468749,77.495263
19-09-2025,Friday,05:31,Assault,Good,Medium,Low,71,Unsafe,28.455173,77.500165
29-06-2025,Sunday,10:20,Burglary,Good,High,Low,48,Moderate,28.461953,77.499098
24-02-2026,Tuesday,14:21,Robbery,Poor,Medium,High,59,Moderate,28.479839,77.507346
08-04-2025,Tuesday,20:53,Theft,Moderate,Medium,Low,55,Moderate,28.466694,77.491741
06-03-2026,Friday,14:22,Harassment,Poor,Medium,Low,61,Unsafe,28.459392,77.486123
04-02-2026,Wednesday,19:53,Robbery,Good,High,Low,55,Moderate,28.477392,77.502383
19-03-2026,Thursday,23:31,Other,Good,Medium,High,36,Moderate,28.472333,77.500654
25-07-2025,Friday,07:57,Other,Good,Medium,High,31,Moderate,28.46499,77.490198
01-12-2025,Monday,11:14,Harassment,Good,Low,Low,56,Moderate,28.475491,77.502632
18-08-2025,Monday,08:54,Robbery,Good,Medium,High,46,Moderate,28.465182,77.489306
22-12-2025,Monday,10:30,Assault,Good,High,Low,55,Moderate,28.46356,77.511677
01-08-2025,Friday,02:50,Theft,Good,Medium,High,44,Moderate,28.464407,77.488716
22-03-2026,Sunday,22:32,Other,Moderate,Low,Medium,54,Moderate,28.479538,77.511894
13-04-2025,Sunday,23:58,Robbery,Good,Low,High,59,Moderate,28.478572,77.504763
25-09-2025,Thursday,07:45,Harassment,Poor,Low,Low,69,Unsafe,28.476748,77.506525
22-09-2025,Monday,12:49,Harassment,Poor,High,High,45,Moderate,28.471642,77.511261
31-03-2026,Tuesday,15:50,Theft,Poor,High,Low,51,Moderate,28.471352,77.492975
14-09-2025,Sunday,05:54,Other,Good,High,Low,45,Moderate,28.469235,77.504601
22-04-2025,Tuesday,00:26,Harassment,Good,High,Medium,46,Moderate,28.465714,77.504403
12-09-2025,Friday,08:10,Burglary,Poor,High,High,51,Moderate,28.460546,77.496808
04-08-2025,Monday,14:18,Burglary,Poor,High,Low,61,Unsafe,28.467408,77.491797
03-12-2025,Wednesday,23:10,Other,Good,Medium,High,36,Moderate,28.460457,77.490131
10-04-2025,Thursday,09:11,Theft,Good,High,High,28,Safe,28.462787,77.495634
12-07-2025,Saturday,04:29,Theft,Poor,Low,Medium,69,Unsafe,28.476903,77.504468
14-11-2025,Friday,14:37,Other,Good,High,High,25,Safe,28.479531,77.496414
28-03-2026,Saturday,08:22,Other,Moderate,Medium,High,37,Moderate,28.467294,77.500488
11-10-2025,Saturday,16:06,Robbery,Moderate,High,High,46,Moderate,28.472838,77.493286
17-06-2025,Tuesday,03:25,Harassment,Good,Low,High,56,Moderate,28.477976,77.511168
28-02-2026,Saturday,05:40,Robbery,Good,Medium,Medium,60,Moderate,28.459217,77.509761
16-02-2026,Monday,13:50,Theft,Moderate,Medium,Low,50,Moderate,28.463177,77.500278
22-10-2025,Wednesday,00:43,Harassment,Good,Low,Medium,60,Moderate,28.459929,77.499144
07-05-2025,Wednesday,23:22,Assault,Moderate,Medium,Medium,66,Unsafe,28.465084,77.491556
23-08-2025,Saturday,23:31,Assault,Good,Medium,Low,66,Unsafe,28.478233,77.505873
13-03-2026,Friday,02:30,Harassment,Poor,Medium,High,61,Unsafe,28.479713,77.50332
17-10-2025,Friday,07:11,Robbery,Poor,High,Medium,57,Moderate,28.468495,77.506957
10-12-2025,Wednesday,18:20,Other,Good,Low,Medium,43,Moderate,28.479989,77.497349
03-11-2025,Monday,03:06,Other,Poor,Low,Low,72,Unsafe,28.460171,77.485703
26-11-2025,Wednesday,10:53,Burglary,Good,Low,Medium,56,Moderate,28.467347,77.501412
02-04-2026,Thursday,15:13,Robbery,Poor,Low,High,67,Unsafe,28.45838,77.485339
10-06-2025,Tuesday,17:17,Harassment,Poor,High,High,45,Moderate,28.476618,77.514519
21-10-2025,Tuesday,13:03,Assault,Moderate,Low,High,65,Unsafe,28.466109,77.505381
27-04-2025,Sunday,18:26,Robbery,Good,Medium,Low,56,Moderate,28.458132,77.489304
08-09-2025,Monday,13:30,Assault,Moderate,High,Medium,55,Moderate,28.474571,77.503828
02-02-2026,Monday,17:44,Other,Good,High,High,25,Safe,28.472304,77.49763
27-07-2025,Sunday,09:26,Harassment,Poor,High,High,45,Moderate,28.468388,77.504245
09-02-2026,Monday,12:48,Robbery,Poor,Medium,High,59,Moderate,28.463704,77.496649
17-11-2025,Monday,20:10,Robbery,Poor,Medium,Low,74,Unsafe,28.476008,77.496363
27-07-2025,Sunday,02:36,Other,Poor,High,Low,58,Moderate,28.465015,77.498661
09-12-2025,Tuesday,02:14,Theft,Good,Medium,Low,54,Moderate,28.470331,77.507167
03-05-2025,Saturday,01:19,Robbery,Moderate,Low,Medium,74,Unsafe,28.466985,77.487082
18-12-2025,Thursday,16:33,Burglary,Poor,Medium,Medium,61,Unsafe,28.475566,77.491295
11-11-2025,Tuesday,23:56,Theft,Good,High,Low,43,Moderate,28.473154,77.507144
20-07-2025,Sunday,01:50,Theft,Poor,Low,High,65,Unsafe,28.46462,77.49694
30-03-2026,Monday,09:40,Other,Moderate,Medium,Medium,41,Moderate,28.457411,77.508643
19-06-2025,Thursday,05:33,Burglary,Good,Low,Low,72,Unsafe,28.455741,77.49627
10-04-2025,Thursday,15:57,Theft,Good,Low,High,42,Moderate,28.461298,77.505622
07-02-2026,Saturday,11:30,Burglary,Poor,Low,Low,75,Unsafe,28.455436,77.504371
17-03-2026,Tuesday,06:24,Theft,Poor,High,Low,51,Moderate,28.478802,77.488154
21-12-2025,Sunday,01:38,Robbery,Good,High,Low,60,Moderate,28.467693,77.502438
22-08-2025,Friday,22:24,Burglary,Moderate,High,Low,59,Moderate,28.458721,77.494641
02-08-2025,Saturday,02:29,Burglary,Poor,Low,Low,85,Unsafe,28.469488,77.509691
02-06-2025,Monday,09:54,Other,Good,Low,Low,49,Moderate,28.477163,77.487466
12-05-2025,Monday,19:15,Other,Moderate,High,Medium,40,Moderate,28.478047,77.486991
17-09-2025,Wednesday,05:11,Other,Good,High,Low,45,Moderate,28.463318,77.511677
15-03-2026,Sunday,06:21,Other,Good,High,Low,35,Moderate,28.469398,77.488552
20-11-2025,Thursday,05:04,Harassment,Poor,High,High,55,Moderate,28.458257,77.486463
30-06-2025,Monday,04:03,Other,Moderate,Low,Low,65,Unsafe,28.479263,77.490105
12-11-2025,Wednesday,05:02,Burglary,Moderate,Low,Medium,72,Unsafe,28.4585,77.491666
17-01-2026,Saturday,08:47,Robbery,Good,Low,Low,64,Unsafe,28.475017,77.513199
08-06-2025,Sunday,05:42,Burglary,Good,High,Low,58,Moderate,28.459603,77.511751
20-09-2025,Saturday,23:03,Theft,Moderate,Low,Low,63,Unsafe,28.476111,77.488558
02-01-2026,Friday,08:36,Harassment,Moderate,Low,High,52,Moderate,28.472924,77.512538
15-02-2026,Sunday,08:16,Harassment,Poor,Low,Low,69,Unsafe,28.461431,77.507299
20-12-2025,Saturday,15:05,Harassment,Moderate,Low,Low,62,Unsafe,28.472601,77.498324
17-08-2025,Sunday,13:16,Assault,Good,Medium,High,51,Moderate,28.461216,77.491069
23-11-2025,Sunday,22:32,Robbery,Poor,Low,Medium,76,Unsafe,28.465039,77.501559
13-12-2025,Saturday,19:57,Harassment,Good,Low,High,51,Moderate,28.467043,77.490598
08-12-2025,Monday,05:47,Other,Moderate,Low,Low,65,Unsafe,28.455157,77.48578
15-01-2026,Thursday,20:39,Assault,Poor,High,Low,73,Unsafe,28.459873,77.49214
11-03-2026,Wednesday,07:07,Theft,Moderate,High,High,34,Moderate,28.458895,77.4913
04-09-2025,Thursday,02:08,Other,Good,Low,High,49,Moderate,28.477413,77.497995
20-02-2026,Friday,08:15,Assault,Moderate,Low,High,65,Unsafe,28.471132,77.511644
30-10-2025,Thursday,08:07,Harassment,Moderate,Medium,Medium,48,Moderate,28.476422,77.511278
25-06-2025,Wednesday,06:27,Harassment,Good,Low,High,46,Moderate,28.458291,77.505164
02-07-2025,Wednesday,23:31,Other,Poor,Medium,High,49,Moderate,28.478859,77.511514
21-05-2025,Wednesday,05:42,Theft,Poor,Low,Low,75,Unsafe,28.478728,77.488753
26-05-2025,Monday,19:09,Theft,Moderate,Low,Medium,57,Moderate,28.470127,77.487871
14-10-2025,Tuesday,03:41,Burglary,Moderate,Low,Medium,72,Unsafe,28.455154,77.498158
30-11-2025,Sunday,10:00,Burglary,Poor,Low,High,65,Unsafe,28.474419,77.490698
12-08-2025,Tuesday,13:43,Other,Moderate,Medium,Medium,41,Moderate,28.462752,77.51425
04-02-2026,Wednesday,22:36,Other,Poor,Low,High,57,Moderate,28.468101,77.492727
02-03-2026,Monday,14:13,Other,Good,High,Low,35,Moderate,28.457408,77.504804
